Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under-five_deaths,Polio,Total_expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness__1-19_years,thinness_5-9_years,Income_composition_of_resources,Schooling
Algeria,0.2365781750118022,Developing,0.534847030705081,-0.3232537277890091,0.1706385275285715,-1.0295244076937171,-0.15537915302058602,0.48808487171750337,-0.2617143050458622,0.6781218939070708,0.0703851345980499,0.40015647715783303,-0.29883308709231143,0.4816884024795266,-0.3754773823108863,-0.07709929843087292,-0.2635302372780249,0.4636137913066252,0.41091915863329703,0.320379160877036,0.2931784086226908
Algeria,-0.007375338789317871,Developing,0.49605731520445806,-0.29457506552671653,0.1706385275285715,-1.0395160679536857,-0.49382237315169436,0.3449113362406036,-0.22599839549628914,0.6270522379916915,0.0703851345980499,0.22868932700549804,-0.8324725151445507,0.3080220975050746,-0.3754773823108863,-0.5693787948049067,-0.26603323021114345,0.4636137913066252,0.41091915863329703,0.2635979532270503,0.10415394484656607
Algeria,-0.25132885259043797,Developing,0.457267599703837,-0.26589640326442393,0.1706385275285715,-1.0445118980836698,-0.19014585337271545,-3.5684986334613233,-0.29645614433499234,-1.722151934115751,0.0703851345980499,0.4858900522340005,-1.0072854312306292,0.4816884024795266,-0.3754773823108863,-0.06741705583528389,-0.41038731917941357,0.4636137913066252,0.41091915863329703,0.2139143965333128,-0.009260733419108361
Algeria,-0.49528236639155804,Developing,0.4055479790363429,-0.23721774100213133,0.1706385275285715,-1.064495218603607,-0.24500601222443918,-3.616223145286957,0.010051297617707204,0.5249129261609332,0.0703851345980499,0.4858900522340005,-1.218901066492724,0.4816884024795266,-0.3754773823108863,-0.13608297422475246,1.0005453357279677,0.4908528963706416,0.4378420960418476,0.1855237927083207,-0.009260733419108361
Algeria,-0.739235880192678,Developing,0.3408984532019738,-0.19897952465240787,0.13737213784867772,-1.0295244076937171,-0.5382267128394256,-0.03688475836446245,0.45098043551152706,0.478950235837092,0.045631365887176284,-0.11424497329917187,-1.2741051452567487,-0.1261436649310554,-0.3754773823108863,-0.6371060026077734,0.9800785881808667,0.4908528963706416,0.4378420960418476,0.14293788697083143,-0.12267541168478346
Algeria,-0.9831893939937981,Developing,0.2633190222007299,-1.3652451233189735,0.13737213784867772,-1.0420139830186776,-0.2996063159409284,-0.13233378201572896,0.7714495511972415,0.4278805799217128,0.0703851345980499,-0.2857121234515068,-1.136094948346687,-0.2998099699055074,-0.3754773823108863,-0.26239837699991686,-0.27454305495104686,0.5180920014346583,0.4647650334503981,0.09325433027709391,-0.23609008995045855
Angola,1.4563457440174026,Developing,-2.4002414421752736,1.8276459418829358,1.7341588424835797,0.9263430881951347,-0.514767537111931,-0.9436504830514943,3.5020931813055074,-0.8590747491458427,2.0011790940461918,-1.8289164748225215,-1.2419027659777342,-2.210139324624479,0.37979144333046144,-0.5717051769736666,-0.29924349455915783,1.1445914179070378,1.057069656438512,-0.9430027093351447,-0.34950476821613297
Angola,1.2123922302162824,Developing,-2.477820873176517,1.8945628204949518,1.8006916218433673,0.8688910417003152,-0.5016308206247804,-0.323231829318262,2.4708774655832895,-0.8897165426950701,2.1001941688896864,-1.914650049898689,-0.8048704757625386,-1.0813083422905414,0.49904441580014786,-0.5709311119474144,-0.3031167549687841,1.1718305229710542,1.110915531255613,-0.9713933131601377,-0.34950476821613297
Angola,0.9684387164151624,Developing,-1.8442555199997004,1.9232414827572444,1.9004907908830486,0.9038618526102054,-0.2604700712217431,-0.4186808529695285,1.1510122626831585,-0.9203583362442976,2.223963012444054,-1.2287814492893492,-1.2465031058747365,-1.2549746472649934,0.6182973882698345,0.029339050694937228,-0.40096930703022304,1.2263087330990874,1.1378384686641636,-1.0778580775038609,-0.7653585885236072
Angola,0.7244852026140424,Developing,-2.490750778343391,1.9519201450195371,2.00028995992273,0.8588993814403467,-0.2782491489416213,-0.5618543884464283,0.17401979145892887,-0.9458931642019872,2.3477318559984224,-1.400248599441684,-1.20970038669872,-1.6023072572138974,0.5785463974466056,-0.014309341275563261,0.600836251429226,1.2535478381631038,1.191684343481265,-1.1701275399350877,-1.1056026233206317
Angola,0.4805316888129223,Developing,-2.6717694506796237,1.9901583613692606,2.1000891289624115,0.7939535897505507,-0.33108717297453427,-0.323231829318262,0.08992505897402508,-1.8957887642280402,2.496254468263664,-0.7143799988323443,-1.2051000468017177,-1.0813083422905414,0.5785463974466056,-0.12661015806894385,0.5653185136842729,1.3080260482911366,1.245530218298366,-1.2198110966288251,-1.2568221943415316
Angola,-0.007375338789317871,Developing,-2.788138597181488,2.047515685893846,2.2996874670417737,0.611605790006124,-0.2672748627705985,-0.705027923923328,-0.21041327132920273,-1.0327115792581318,2.7932996927941476,-2.086117200051024,-0.9980847514366251,-1.7759735621883495,0.6182973882698345,-0.07713612144617411,-0.3208411277725377,1.4169824685472028,1.3532219679325685,-1.361764115753789,-1.5970662291385564
Angola,-0.25132885259043797,Developing,-2.852788123015857,2.085753902243569,2.3994866360814555,0.4317559053266893,-0.33857116729964315,-0.514129876620795,0.032779603694708226,-1.0582464072158213,2.9170685363485154,-1.2287814492893492,-1.20970038669872,-1.4286409522394454,0.6182973882698345,-0.2215613581221803,-0.28648116172075916,1.4442215736112192,1.4070678427496697,-1.4611312291412641,-1.748285800159456
Argentina,1.4563457440174026,Developing,0.7675853237088092,-0.37105149822616346,-0.228558148630154,0.8264264855954486,0.38716594949623717,0.48808487171750337,-0.29613145424817805,1.1581766595116354,-0.2761676273541807,0.22868932700549804,-0.561052461221429,0.3948552499923006,-0.3754773823108863,1.145206629699099,1.385379297059219,-0.8983414618941998,-0.9352277117942339,1.172097275626821,1.8809839043421388
Argentina,1.2123922302162824,Developing,0.7417255133750611,-0.3614919441387326,-0.228558148630154,0.9138535128701737,0.5563178408855686,0.48808487171750337,-0.29645614433499234,1.1275348659624078,-0.25141385864330706,0.8288243525386704,-0.46904566328138775,0.3948552499923006,-0.3754773823108863,1.2519311630850152,1.3669149104078797,-0.8983414618941998,-0.9352277117942339,1.1579019737143246,1.8809839043421388
Argentina,0.9684387164151624,Developing,0.7287956082081881,-1.3843642314938354,-0.1952917589502602,0.9313389183251188,0.7006454799155811,0.3449113362406036,-0.2958067641613637,1.0968930724131802,-0.25141385864330706,0.8288243525386704,-0.37243852544434447,0.1343557925306226,-0.3754773823108863,1.2509293754627868,-0.23216335921573017,-0.8983414618941998,-0.9352277117942339,1.1508043227580764,1.8431790115869133
Argentina,0.7244852026140424,Developing,0.70293579787444,-1.3843642314938354,-0.1952917589502602,0.8713889567653073,1.1067770118781883,0.3449113362406036,-0.2954820740745494,-1.6915101405665234,-0.25141385864330706,0.3144229020816655,-0.05501507255120243,0.1343557925306226,-0.3754773823108863,1.2155012883060023,1.3299917401030297,-0.8983414618941998,-0.9352277117942339,1.108218417020587,1.8053741188316892
Argentina,0.4805316888129223,Developing,0.6770759875406921,-0.34237283596387086,-0.16202536927036643,0.881380617025276,-0.33551551477345765,0.48808487171750337,-0.29093641285914923,1.035609485314725,-0.22666008993243347,0.4858900522340005,0.24860736065093375,0.3948552499923006,-0.3754773823108863,-0.4554121214752803,1.3118869488347413,-0.8983414618941998,-0.9352277117942339,1.0088513036331128,1.691959440566014
Argentina,0.2365781750118022,Developing,0.6900058927075652,-0.29457506552671653,-0.16202536927036643,0.9263430881951347,0.9903537120186029,0.48808487171750337,-0.2954820740745494,1.004967691765498,-0.22666008993243347,0.6573572023863354,0.7454440695271565,0.3948552499923006,-0.3754773823108863,0.5492771129751759,-0.39175647331645486,-0.8983414618941998,-0.9352277117942339,0.9520700959831272,1.578544762300339
Argentina,-0.007375338789317871,Developing,0.664146082373819,-0.29457506552671653,-0.16202536927036643,0.9463264087150718,1.0075431250464906,-3.5684986334613233,-0.29645614433499234,0.9743258982162702,-0.22666008993243347,0.40015647715783303,0.29921109951795655,0.3080220975050746,-0.3754773823108863,0.6648459357136035,-0.22858204008104138,-0.8983414618941998,-0.9352277117942339,0.9378747940706308,1.5029349767898894
Argentina,-0.25132885259043797,Developing,0.5865666513725751,-0.26589640326442393,-0.16202536927036643,0.8838785320902681,0.6700858131356686,0.058564265286804064,-0.29645614433499234,0.9436841046670427,-0.20190632122155985,0.22868932700549804,0.22100532126892156,0.1343557925306226,-0.3754773823108863,0.40806066324415863,-0.2446871046988161,-0.8711023568301833,-0.9352277117942339,0.9094841902456379,1.5029349767898894
Argentina,-0.49528236639155804,Developing,0.638286272040071,-0.28501551143928566,-0.1287589795904726,0.78146401442559,0.5118251993272187,0.010839753461170805,-0.29645614433499234,0.9181492767093531,-0.20190632122155985,0.22868932700549804,0.3084117793119605,0.1343557925306226,-0.3754773823108863,0.2161940025291411,-0.24641546227537606,-0.8711023568301833,-0.9352277117942339,0.8668982845081487,1.4273251912794398
Argentina,-0.739235880192678,Developing,0.59949655653945,-0.28501551143928566,-0.1287589795904726,0.7265098829957629,-0.4356808909665197,0.20173780076370385,-0.29645614433499234,0.8875074831601255,-0.20190632122155985,0.4858900522340005,0.38661755756099553,0.7421878599412046,-0.3754773823108863,-0.5574673215019789,1.2249819018895423,-0.8711023568301833,-0.9083047743856832,0.8527029825956521,1.5029349767898894
Argentina,-0.9831893939937981,Developing,0.573636746205702,-1.3748046774064044,-0.1287589795904726,0.7514890336456842,0.2469528495534684,-0.13233378201572896,-0.29645614433499234,0.8568656896108979,-0.20190632122155985,0.14295575192933058,0.38201721766399355,0.7421878599412046,-0.3754773823108863,-0.021248602006658946,1.207554404343889,-0.8711023568301833,-0.9083047743856832,0.8172147278144111,1.5029349767898894
Argentina,-1.2271429077949183,Developing,0.49605731520445806,-0.189419970564977,-0.1287589795904726,0.7489911185806921,-0.4779422620622062,-0.514129876620795,-0.29645614433499234,0.8262238960616707,-0.17715255251068623,0.4858900522340005,1.0168641234502784,0.5685215549667526,-0.3754773823108863,-0.5929915172146203,-0.2512871434473853,-0.8438632517661667,-0.9083047743856832,0.78172647303317,1.5407398695451135
Argentina,-1.4710964215960383,Developing,0.49605731520445806,-0.17986041647754614,-0.09549258991057884,0.7964515048155428,-0.02599059169263686,-0.8482014594002278,-0.29645614433499234,0.7955821025124431,-0.17715255251068623,0.40015647715783303,1.058267182523297,0.3080220975050746,-0.3754773823108863,-0.265286049571552,-0.2533962958092297,-0.8438632517661667,-0.9083047743856832,0.8243123787706593,1.5029349767898894
Armenia,1.4563457440174026,Developing,0.5607068410388271,-1.3843642314938354,-0.46142287638941054,-0.17773537053139463,-0.21721812599565016,0.4403603598918701,-0.2922351732064064,0.744512446597064,-0.4741977770411696,0.4858900522340005,-0.7036629980284929,0.3080220975050746,-0.3754773823108863,-0.05873045476713513,-0.41058610016209085,-0.5987113061900183,-0.6121524628916264,0.5616992933894753,0.14195883760179087
Armenia,1.2123922302162824,Developing,0.534847030705081,-0.3232537277890091,-0.46142287638941054,-0.20771035131130042,-0.23494079320207042,0.5358093835431367,-0.29320924346684935,0.7036567218647604,-0.4741977770411696,0.5716236273101679,-0.6714606187494787,0.4816884024795266,-0.3754773823108863,-0.08078237582903786,-0.399725608765866,-0.5987113061900183,-0.6121524628916264,0.5404063405207307,0.14195883760179087
Armenia,0.9684387164151624,Developing,0.534847030705081,-0.34237283596387086,-0.46142287638941054,-0.18273120066137893,-0.24072037870290272,0.5358093835431367,-0.29645614433499234,0.6679079627239951,-0.4741977770411696,0.5716236273101679,-0.7036629980284929,0.4816884024795266,-0.3754773823108863,-0.10394651124165077,-0.29132169189737617,-0.6259504112540348,-0.6121524628916264,0.5120157366957379,0.14195883760179087
Armenia,0.7244852026140424,Developing,0.47019750487071194,-0.2754559573518548,-0.46142287638941054,-0.13277289936153602,-0.25513139832797094,0.5358093835431367,-0.29645614433499234,0.6321592035832295,-0.4741977770411696,0.5716236273101679,-1.0578891700976518,0.4816884024795266,-0.3754773823108863,-0.12698323385859597,-0.2915868307722514,-0.6259504112540348,-0.6121524628916264,0.4907227838269932,0.14195883760179087
Armenia,0.4805316888129223,Developing,0.41847788420321597,-0.23721774100213133,-0.46142287638941054,-0.09780208845164583,-0.2953042518856182,0.48808487171750337,-0.2958067641613637,0.5964104444424644,-0.4741977770411696,0.5716236273101679,-0.6668602788524767,0.3948552499923006,-0.3754773823108863,-0.17201429505423205,-0.2915144935614748,-0.6259504112540348,-0.6121524628916264,0.42684392522075926,-0.009260733419108361
Armenia,0.2365781750118022,Developing,0.39261807386946795,-0.189419970564977,-0.46142287638941054,-0.16524579520643393,-0.3206463296045718,0.4403603598918701,-0.29645614433499234,-1.7272588997072886,-0.4741977770411696,0.40015647715783303,-0.6714606187494787,0.3080220975050746,-0.3754773823108863,-0.2047809846876879,-0.2910431309157615,-0.6259504112540348,-0.6121524628916264,0.4623321800020003,-0.16048030444000827
Armenia,-0.007375338789317871,Developing,0.37968816870259486,-1.3652451233189735,-0.46142287638941054,-0.16524579520643393,-0.5378543146359013,0.2494623125893371,-0.29645614433499234,-1.7579006932565162,-0.4741977770411696,0.14295575192933058,-1.0164861110246333,-0.03931051244382939,-0.3754773823108863,-0.6356252442255187,-0.4105777374787641,-0.6259504112540348,-0.6121524628916264,0.43394157617700746,-0.009260733419108361
Armenia,-0.49528236639155804,Developing,0.3408984532019738,-0.15118175421525354,-0.46142287638941054,-0.15275621988147323,-0.27316238209084387,-0.27550731749262874,-0.2519736024414332,0.49427113261170597,-0.4741977770411696,-0.19997854837533935,-0.6576595990584724,-0.2129768174182814,-0.3754773823108863,-0.3267038290120437,-0.4105876472585063,-0.6259504112540348,-0.6121524628916264,0.22810969844580922,-0.42511455372658324
Armenia,-0.9831893939937981,Developing,0.3538283583688469,-0.23721774100213133,-0.46142287638941054,-0.2027145211813161,-0.4339564044133507,0.3449113362406036,0.2824662804549052,0.45341540787940243,-0.4741977770411696,0.3144229020816655,-0.2344283285342827,0.1343557925306226,-0.3754773823108863,-0.4677138076644654,-0.41167366712873715,-0.6259504112540348,-0.6121524628916264,0.05776607549585284,-0.5385292319922577
Armenia,-1.2271429077949183,Developing,0.31503864286822586,-0.2180986328272696,-0.46142287638941054,-0.3975518962507037,-0.5329770801956969,0.4403603598918701,-0.2951573839877351,0.4380945111047888,-0.4741977770411696,0.5716236273101679,-0.2068262891522705,0.3948552499923006,-0.3754773823108863,-0.628052441390809,-0.4104956159284952,-0.6259504112540348,-0.6121524628916264,-0.020308085022877537,-0.5763341247474825
Armenia,-1.4710964215960383,Developing,0.30210873770135094,-0.2180986328272696,-0.46142287638941054,-0.4400164523555702,-0.4783876056446608,0.3449113362406036,-0.2834685408624203,0.4227736143301748,-0.4741977770411696,0.5716236273101679,-0.2804317275043032,0.3948552499923006,-0.3754773823108863,-0.5273522202134798,-0.3978633228158278,-0.5987113061900183,-0.6121524628916264,-0.10547989649785612,-0.5763341247474825
Armenia,-1.7150499353971584,Developing,0.30210873770135094,-0.15118175421525354,-0.46142287638941054,-0.4400164523555702,-0.4827519649843589,-0.705027923923328,-0.2740525283448056,0.4023457519640232,-0.4741977770411696,0.6573572023863354,-0.032013373066191786,0.3948552499923006,-0.3754773823108863,-0.5403139852215738,-0.4103338398195389,-0.5987113061900183,-0.6121524628916264,-0.11257754745410434,-0.46291944648180805
Armenia,-1.9590034491982784,Developing,0.22452930670010884,-0.14162220012782267,-0.46142287638941054,-0.43002479209560157,-0.5051385251779623,-1.3731710894821936,-0.2915857930327778,0.3870248551894096,-0.4741977770411696,0.5716236273101679,0.11059716374087196,0.3080220975050746,-0.3754773823108863,-0.5507754897584322,-0.3963709601627493,-0.5987113061900183,-0.5852295254830758,-0.1480658022353454,-0.42511455372658324
